ts,execBuilt,execItems,execPass,watchItems,topNetUsd,topCandidateId
2026-01-13T12:29:25,1,1,1,34,104.98463595807,"42161|0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff|0x3d7f861e7fabe268c074de3ff1dd0b3a2eb3d70e|0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T12:32:51,0,0,0,35,453.279428221786,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T12:36:39,0,0,0,35,453.280383806154,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T12:39:52,0,0,0,35,453.280403420423,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T12:43:06,0,0,0,35,453.281150399255,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T12:46:36,1,1,1,34,104.983812229199,"42161|0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff|0x3d7f861e7fabe268c074de3ff1dd0b3a2eb3d70e|0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T12:50:03,0,0,0,35,453.281133672852,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T12:53:47,0,0,0,35,453.276935559619,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T12:57:21,0,0,0,35,453.280631050998,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:00:26,0,0,0,35,453.279180475799,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:03:23,1,1,1,34,104.982698220642,"42161|0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff|0x3d7f861e7fabe268c074de3ff1dd0b3a2eb3d70e|0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:06:34,0,0,0,35,453.279144449601,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:09:56,0,0,0,35,453.279982470781,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:13:07,0,0,0,35,453.280444680256,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:16:25,0,0,0,35,453.280547903255,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:19:33,1,1,1,34,106.922203982429,"42161|0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff|0x3d7f861e7fabe268c074de3ff1dd0b3a2eb3d70e|0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:22:48,0,0,0,35,453.280552223255,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:26:25,0,0,0,35,453.279219254423,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:29:31,0,0,0,35,453.279772832122,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:32:40,0,0,0,35,453.280566027095,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:35:42,1,1,1,34,106.921799648249,"42161|0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff|0x3d7f861e7fabe268c074de3ff1dd0b3a2eb3d70e|0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:38:51,0,0,0,35,453.277997369236,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:41:59,0,0,0,35,453.280419127138,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:45:37,0,0,0,35,453.280338761856,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:48:56,0,0,0,35,453.278152195761,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:52:00,1,1,1,34,106.922008306438,"42161|0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff|0x3d7f861e7fabe268c074de3ff1dd0b3a2eb3d70e|0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:55:10,0,0,0,35,453.27988102322,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T13:58:27,0,0,0,35,453.280371145697,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T14:02:06,0,0,0,36,453.280405331159,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T14:06:39,1,1,1,35,104.839793681196,"42161|0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff|0x3d7f861e7fabe268c074de3ff1dd0b3a2eb3d70e|0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T14:10:50,0,0,0,36,453.280165996845,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T14:14:12,0,0,0,35,453.280555807901,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T14:18:02,0,0,0,35,453.280668521499,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T14:21:39,0,0,0,35,453.280568122672,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T14:25:33,1,1,1,35,106.059969462739,"42161|0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff|0x3d7f861e7fabe268c074de3ff1dd0b3a2eb3d70e|0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T14:29:05,0,0,0,36,453.280389291546,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T14:32:32,0,0,0,36,453.280530047255,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T14:36:03,0,0,0,36,453.280363716081,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T14:40:42,1,1,1,35,106.0759633552,"42161|0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff|0x3d7f861e7fabe268c074de3ff1dd0b3a2eb3d70e|0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T14:44:24,0,0,0,36,453.279913342055,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T14:47:59,0,0,0,36,453.279779658301,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T14:51:36,0,0,0,36,453.280269167971,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T14:55:32,0,0,0,36,453.28040669746,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T14:59:14,1,1,1,35,106.075677260019,"42161|0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff|0x3d7f861e7fabe268c074de3ff1dd0b3a2eb3d70e|0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:03:15,0,0,0,36,453.280531878321,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:07:25,0,0,0,36,453.279695564786,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:11:04,0,0,0,36,453.280367839712,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:14:30,0,0,0,35,453.280213232761,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:17:46,1,1,1,34,107.078998275869,"42161|0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff|0x3d7f861e7fabe268c074de3ff1dd0b3a2eb3d70e|0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:21:14,0,0,0,35,453.280153680641,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:25:22,0,0,0,36,453.279994861924,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:29:07,0,0,0,36,453.280166858723,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:33:55,1,1,1,35,107.903513456362,"42161|0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff|0x3d7f861e7fabe268c074de3ff1dd0b3a2eb3d70e|0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:37:20,0,0,0,36,453.280063958934,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:40:45,0,0,0,36,453.279899007109,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:44:23,0,0,0,36,453.28006532787,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:47:44,0,0,0,36,453.27861033998,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:51:04,0,0,0,36,453.279850792121,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:52:34,0,0,0,36,453.279850792121,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:53:00,0,0,0,36,453.279244894113,"42161|0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7|0x9cbf099ff424979439dfba03f00b5961784c06ce|0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
2026-01-13T15:53:53,1,1,1,35,107.903225777079,"42161|0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff|0x3d7f861e7fabe268c074de3ff1dd0b3a2eb3d70e|0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a|0xaf88d065e77c8cc2239327c5edb3a432268e5831"
